number	latency	duration	channel	bvtime	bvmknum	visible	type	code	urevent
25.000000	24459.752000	0.512000	0.000000		25.000000		S  4	Stimulus	25.000000
26.000000	24715.752000	0.512000	0.000000		26.000000		S  3	Stimulus	26.000000
27.000000	24972.264000	0.512000	0.000000		27.000000		S  4	Stimulus	27.000000
28.000000	25228.264000	0.512000	0.000000		28.000000		S  3	Stimulus	28.000000
29.000000	25484.264000	0.512000	0.000000		29.000000		S  4	Stimulus	29.000000
30.000000	25740.264000	0.512000	0.000000		30.000000		S  3	Stimulus	30.000000
31.000000	25996.264000	0.512000	0.000000		31.000000		S  4	Stimulus	31.000000
32.000000	26252.264000	0.512000	0.000000		32.000000		S  3	Stimulus	32.000000
33.000000	26508.264000	0.512000	0.000000		33.000000		S  4	Stimulus	33.000000
34.000000	26764.264000	0.512000	0.000000		34.000000		S  3	Stimulus	34.000000
35.000000	27020.264000	0.512000	0.000000		35.000000		S  4	Stimulus	35.000000
36.000000	27276.264000	0.512000	0.000000		36.000000		S  3	Stimulus	36.000000
37.000000	27532.264000	0.512000	0.000000		37.000000		S  4	Stimulus	37.000000
38.000000	27788.264000	0.512000	0.000000		38.000000		S  3	Stimulus	38.000000
39.000000	28044.264000	0.512000	0.000000		39.000000		S  4	Stimulus	39.000000
40.000000	28300.264000	0.512000	0.000000		40.000000		S  3	Stimulus	40.000000
41.000000	28556.264000	0.512000	0.000000		41.000000		S  4	Stimulus	41.000000
42.000000	28812.264000	0.512000	0.000000		42.000000		S  3	Stimulus	42.000000
43.000000	29068.776000	0.512000	0.000000		43.000000		S  4	Stimulus	43.000000
44.000000	29324.776000	0.512000	0.000000		44.000000		S  3	Stimulus	44.000000
45.000000	29580.776000	0.512000	0.000000		45.000000		S  4	Stimulus	45.000000
46.000000	29836.776000	0.512000	0.000000		46.000000		S  3	Stimulus	46.000000
47.000000	30092.776000	0.512000	0.000000		47.000000		S  4	Stimulus	47.000000
48.000000	30348.776000	0.512000	0.000000		48.000000		S  3	Stimulus	48.000000
49.000000	30604.776000	0.512000	0.000000		49.000000		S  4	Stimulus	49.000000
50.000000	30860.776000	0.512000	0.000000		50.000000		S  3	Stimulus	50.000000
51.000000	31116.776000	0.512000	0.000000		51.000000		S  4	Stimulus	51.000000
52.000000	31372.776000	0.512000	0.000000		52.000000		S  3	Stimulus	52.000000
53.000000	31628.776000	0.512000	0.000000		53.000000		S  4	Stimulus	53.000000
54.000000	31884.776000	0.512000	0.000000		54.000000		S  3	Stimulus	54.000000
55.000000	32140.776000	0.512000	0.000000		55.000000		S  4	Stimulus	55.000000
56.000000	32396.776000	0.512000	0.000000		56.000000		S  3	Stimulus	56.000000
57.000000	32652.776000	0.512000	0.000000		57.000000		S  4	Stimulus	57.000000
58.000000	32908.776000	0.512000	0.000000		58.000000		S  3	Stimulus	58.000000
59.000000	33164.776000	0.512000	0.000000		59.000000		S  4	Stimulus	59.000000
60.000000	33421.288000	0.512000	0.000000		60.000000		S  3	Stimulus	60.000000
61.000000	33677.288000	0.512000	0.000000		61.000000		S  4	Stimulus	61.000000
62.000000	41769.960000	0.512000	0.000000		62.000000		S  1	Stimulus	62.000000
63.000000	42025.960000	0.512000	0.000000		63.000000		S  2	Stimulus	63.000000
64.000000	42281.960000	0.512000	0.000000		64.000000		S  1	Stimulus	64.000000
65.000000	42537.960000	0.512000	0.000000		65.000000		S  2	Stimulus	65.000000
66.000000	42793.960000	0.512000	0.000000		66.000000		S  1	Stimulus	66.000000
67.000000	43049.960000	0.512000	0.000000		67.000000		S  2	Stimulus	67.000000
68.000000	43305.960000	0.512000	0.000000		68.000000		S  1	Stimulus	68.000000
69.000000	43561.960000	0.512000	0.000000		69.000000		S  2	Stimulus	69.000000
70.000000	43817.960000	0.512000	0.000000		70.000000		S  1	Stimulus	70.000000
71.000000	44073.960000	0.512000	0.000000		71.000000		S  2	Stimulus	71.000000
72.000000	44329.960000	0.512000	0.000000		72.000000		S  1	Stimulus	72.000000
73.000000	44585.960000	0.512000	0.000000		73.000000		S  2	Stimulus	73.000000
74.000000	44841.960000	0.512000	0.000000		74.000000		S  1	Stimulus	74.000000
75.000000	45098.472000	0.512000	0.000000		75.000000		S  2	Stimulus	75.000000
76.000000	45354.472000	0.512000	0.000000		76.000000		S  1	Stimulus	76.000000
77.000000	45610.472000	0.512000	0.000000		77.000000		S  2	Stimulus	77.000000
78.000000	45866.472000	0.512000	0.000000		78.000000		S  1	Stimulus	78.000000
79.000000	46122.472000	0.512000	0.000000		79.000000		S  2	Stimulus	79.000000
80.000000	46378.472000	0.512000	0.000000		80.000000		S  1	Stimulus	80.000000
81.000000	46634.472000	0.512000	0.000000		81.000000		S  2	Stimulus	81.000000
82.000000	46890.472000	0.512000	0.000000		82.000000		S  1	Stimulus	82.000000
83.000000	47146.472000	0.512000	0.000000		83.000000		S  2	Stimulus	83.000000
84.000000	47402.472000	0.512000	0.000000		84.000000		S  1	Stimulus	84.000000
85.000000	47658.472000	0.512000	0.000000		85.000000		S  2	Stimulus	85.000000
86.000000	47914.472000	0.512000	0.000000		86.000000		S  1	Stimulus	86.000000
87.000000	48170.472000	0.512000	0.000000		87.000000		S  2	Stimulus	87.000000
88.000000	48426.472000	0.512000	0.000000		88.000000		S  1	Stimulus	88.000000
89.000000	48682.472000	0.512000	0.000000		89.000000		S  2	Stimulus	89.000000
90.000000	48938.472000	0.512000	0.000000		90.000000		S  1	Stimulus	90.000000
91.000000	49194.472000	0.512000	0.000000		91.000000		S  2	Stimulus	91.000000
92.000000	49450.984000	0.512000	0.000000		92.000000		S  1	Stimulus	92.000000
93.000000	49706.984000	0.512000	0.000000		93.000000		S  2	Stimulus	93.000000
94.000000	49962.984000	0.512000	0.000000		94.000000		S  1	Stimulus	94.000000
95.000000	50218.984000	0.512000	0.000000		95.000000		S  2	Stimulus	95.000000
96.000000	50474.984000	0.512000	0.000000		96.000000		S  1	Stimulus	96.000000
97.000000	50730.984000	0.512000	0.000000		97.000000		S  2	Stimulus	97.000000
98.000000	50986.984000	0.512000	0.000000		98.000000		S  1	Stimulus	98.000000
99.000000	51242.984000	0.512000	0.000000		99.000000		S  2	Stimulus	99.000000
100.000000	51498.984000	0.512000	0.000000		100.000000		S  1	Stimulus	100.000000
101.000000	51754.984000	0.512000	0.000000		101.000000		S  2	Stimulus	101.000000
102.000000	52010.984000	0.512000	0.000000		102.000000		S  1	Stimulus	102.000000
103.000000	52266.984000	0.512000	0.000000		103.000000		S  2	Stimulus	103.000000
104.000000	52522.984000	0.512000	0.000000		104.000000		S  1	Stimulus	104.000000
105.000000	52778.984000	0.512000	0.000000		105.000000		S  2	Stimulus	105.000000
106.000000	53034.984000	0.512000	0.000000		106.000000		S  1	Stimulus	106.000000
107.000000	53290.984000	0.512000	0.000000		107.000000		S  2	Stimulus	107.000000
108.000000	53547.496000	0.512000	0.000000		108.000000		S  1	Stimulus	108.000000
109.000000	53803.496000	0.512000	0.000000		109.000000		S  2	Stimulus	109.000000
110.000000	54059.496000	0.512000	0.000000		110.000000		S  1	Stimulus	110.000000
111.000000	54315.496000	0.512000	0.000000		111.000000		S  2	Stimulus	111.000000
112.000000	54571.496000	0.512000	0.000000		112.000000		S  1	Stimulus	112.000000
113.000000	54827.496000	0.512000	0.000000		113.000000		S  2	Stimulus	113.000000
114.000000	55083.496000	0.512000	0.000000		114.000000		S  1	Stimulus	114.000000
115.000000	55339.496000	0.512000	0.000000		115.000000		S  2	Stimulus	115.000000
116.000000	55595.496000	0.512000	0.000000		116.000000		S  1	Stimulus	116.000000
117.000000	55851.496000	0.512000	0.000000		117.000000		S  2	Stimulus	117.000000
118.000000	56107.496000	0.512000	0.000000		118.000000		S  1	Stimulus	118.000000
119.000000	56363.496000	0.512000	0.000000		119.000000		S  2	Stimulus	119.000000
120.000000	56619.496000	0.512000	0.000000		120.000000		S  1	Stimulus	120.000000
121.000000	56875.496000	0.512000	0.000000		121.000000		S  2	Stimulus	121.000000
122.000000	91601.896000	0.512000	0.000000		122.000000		S201	Stimulus	122.000000
123.000000	91787.752000	0.512000	0.000000		123.000000		S201	Stimulus	123.000000
124.000000	92132.328000	0.512000	0.000000		124.000000		S201	Stimulus	124.000000
125.000000	92511.208000	0.512000	0.000000		125.000000		S201	Stimulus	125.000000
126.000000	92880.360000	0.512000	0.000000		126.000000		S200	Stimulus	126.000000
127.000000	93059.048000	0.512000	0.000000		127.000000		S201	Stimulus	127.000000
128.000000	93388.776000	0.512000	0.000000		128.000000		S201	Stimulus	128.000000
129.000000	93711.336000	0.512000	0.000000		129.000000		S202	Stimulus	129.000000
130.000000	94000.616000	0.512000	0.000000		130.000000		S201	Stimulus	130.000000
131.000000	94359.528000	0.512000	0.000000		131.000000		S201	Stimulus	131.000000
132.000000	94643.176000	0.512000	0.000000		132.000000		S201	Stimulus	132.000000
133.000000	95196.648000	0.512000	0.000000		133.000000		S201	Stimulus	133.000000
134.000000	95528.936000	0.512000	0.000000		134.000000		S200	Stimulus	134.000000
135.000000	95801.832000	0.512000	0.000000		135.000000		S201	Stimulus	135.000000
136.000000	96156.648000	0.512000	0.000000		136.000000		S201	Stimulus	136.000000
137.000000	96469.992000	0.512000	0.000000		137.000000		S201	Stimulus	137.000000
138.000000	96743.400000	0.512000	0.000000		138.000000		S202	Stimulus	138.000000
139.000000	97079.272000	0.512000	0.000000		139.000000		S201	Stimulus	139.000000
140.000000	97398.760000	0.512000	0.000000		140.000000		S201	Stimulus	140.000000
141.000000	97691.112000	0.512000	0.000000		141.000000		S202	Stimulus	141.000000
142.000000	98076.136000	0.512000	0.000000		142.000000		S201	Stimulus	142.000000
143.000000	98411.496000	0.512000	0.000000		143.000000		S200	Stimulus	143.000000
144.000000	98723.816000	0.512000	0.000000		144.000000		S201	Stimulus	144.000000
145.000000	99010.536000	0.512000	0.000000		145.000000		S201	Stimulus	145.000000
146.000000	99383.784000	0.512000	0.000000		146.000000		S201	Stimulus	146.000000
147.000000	99661.800000	0.512000	0.000000		147.000000		S200	Stimulus	147.000000
148.000000	100019.176000	0.512000	0.000000		148.000000		S201	Stimulus	148.000000
149.000000	100297.192000	0.512000	0.000000		149.000000		S201	Stimulus	149.000000
150.000000	100648.424000	0.512000	0.000000		150.000000		S202	Stimulus	150.000000
151.000000	100938.728000	0.512000	0.000000		151.000000		S201	Stimulus	151.000000
152.000000	101291.496000	0.512000	0.000000		152.000000		S201	Stimulus	152.000000
153.000000	101601.768000	0.512000	0.000000		153.000000		S202	Stimulus	153.000000
154.000000	101963.240000	0.512000	0.000000		154.000000		S201	Stimulus	154.000000
155.000000	102311.912000	0.512000	0.000000		155.000000		S201	Stimulus	155.000000
156.000000	102652.392000	0.512000	0.000000		156.000000		S200	Stimulus	156.000000
157.000000	102974.952000	0.512000	0.000000		157.000000		S201	Stimulus	157.000000
158.000000	103339.496000	0.512000	0.000000		158.000000		S201	Stimulus	158.000000
159.000000	103625.704000	0.512000	0.000000		159.000000		S202	Stimulus	159.000000
160.000000	103916.520000	0.512000	0.000000		160.000000		S201	Stimulus	160.000000
161.000000	104242.664000	0.512000	0.000000		161.000000		S201	Stimulus	161.000000
162.000000	104569.320000	0.512000	0.000000		162.000000		S200	Stimulus	162.000000
163.000000	104889.320000	0.512000	0.000000		163.000000		S201	Stimulus	163.000000
164.000000	105215.464000	0.512000	0.000000		164.000000		S202	Stimulus	164.000000
165.000000	105578.472000	0.512000	0.000000		165.000000		S201	Stimulus	165.000000
166.000000	105892.328000	0.512000	0.000000		166.000000		S201	Stimulus	166.000000
167.000000	106183.144000	0.512000	0.000000		167.000000		S201	Stimulus	167.000000
168.000000	106481.640000	0.512000	0.000000		168.000000		S200	Stimulus	168.000000
169.000000	106823.144000	0.512000	0.000000		169.000000		S201	Stimulus	169.000000
170.000000	107128.296000	0.512000	0.000000		170.000000		S201	Stimulus	170.000000
171.000000	107482.088000	0.512000	0.000000		171.000000		S202	Stimulus	171.000000
172.000000	107867.624000	0.512000	0.000000		172.000000		S201	Stimulus	172.000000
173.000000	108173.288000	0.512000	0.000000		173.000000		S200	Stimulus	173.000000
174.000000	108541.416000	0.512000	0.000000		174.000000		S201	Stimulus	174.000000
175.000000	108838.376000	0.512000	0.000000		175.000000		S201	Stimulus	175.000000
176.000000	109207.528000	0.512000	0.000000		176.000000		S202	Stimulus	176.000000
177.000000	109573.096000	0.512000	0.000000		177.000000		S201	Stimulus	177.000000
178.000000	109862.888000	0.512000	0.000000		178.000000		S201	Stimulus	178.000000
179.000000	110124.520000	0.512000	0.000000		179.000000		S202	Stimulus	179.000000
180.000000	110488.552000	0.512000	0.000000		180.000000		S201	Stimulus	180.000000
181.000000	110848.488000	0.512000	0.000000		181.000000		S201	Stimulus	181.000000
182.000000	111135.720000	0.512000	0.000000		182.000000		S200	Stimulus	182.000000
183.000000	111426.536000	0.512000	0.000000		183.000000		S201	Stimulus	183.000000
184.000000	111792.616000	0.512000	0.000000		184.000000		S201	Stimulus	184.000000
185.000000	112067.048000	0.512000	0.000000		185.000000		S201	Stimulus	185.000000
186.000000	112398.312000	0.512000	0.000000		186.000000		S201	Stimulus	186.000000
187.000000	112689.640000	0.512000	0.000000		187.000000		S200	Stimulus	187.000000
188.000000	112943.080000	0.512000	0.000000		188.000000		S201	Stimulus	188.000000
189.000000	113198.568000	0.512000	0.000000		189.000000		S202	Stimulus	189.000000
190.000000	113489.384000	0.512000	0.000000		190.000000		S201	Stimulus	190.000000
191.000000	113760.744000	0.512000	0.000000		191.000000		S201	Stimulus	191.000000
192.000000	114028.008000	0.512000	0.000000		192.000000		S201	Stimulus	192.000000
193.000000	114359.272000	0.512000	0.000000		193.000000		S200	Stimulus	193.000000
194.000000	114734.568000	0.512000	0.000000		194.000000		S201	Stimulus	194.000000
195.000000	115089.384000	0.512000	0.000000		195.000000		S201	Stimulus	195.000000
196.000000	115396.072000	0.512000	0.000000		196.000000		S201	Stimulus	196.000000
197.000000	115694.568000	0.512000	0.000000		197.000000		S201	Stimulus	197.000000
198.000000	115967.464000	0.512000	0.000000		198.000000		S201	Stimulus	198.000000
199.000000	116221.928000	0.512000	0.000000		199.000000		S200	Stimulus	199.000000
200.000000	116580.840000	0.512000	0.000000		200.000000		S201	Stimulus	200.000000
201.000000	116879.336000	0.512000	0.000000		201.000000		S201	Stimulus	201.000000
202.000000	117241.832000	0.512000	0.000000		202.000000		S202	Stimulus	202.000000
203.000000	117554.664000	0.512000	0.000000		203.000000		S201	Stimulus	203.000000
204.000000	117806.056000	0.512000	0.000000		204.000000		S201	Stimulus	204.000000
205.000000	118188.520000	0.512000	0.000000		205.000000		S201	Stimulus	205.000000
206.000000	118442.472000	0.512000	0.000000		206.000000		S200	Stimulus	206.000000
207.000000	118798.824000	0.512000	0.000000		207.000000		S201	Stimulus	207.000000
208.000000	119135.720000	0.512000	0.000000		208.000000		S201	Stimulus	208.000000
209.000000	119464.424000	0.512000	0.000000		209.000000		S202	Stimulus	209.000000
210.000000	119754.728000	0.512000	0.000000		210.000000		S201	Stimulus	210.000000
211.000000	120091.112000	0.512000	0.000000		211.000000		S201	Stimulus	211.000000
212.000000	120355.816000	0.512000	0.000000		212.000000		S200	Stimulus	212.000000
213.000000	120613.352000	0.512000	0.000000		213.000000		S201	Stimulus	213.000000
214.000000	120949.224000	0.512000	0.000000		214.000000		S201	Stimulus	214.000000
215.000000	121221.608000	0.512000	0.000000		215.000000		S201	Stimulus	215.000000
216.000000	121531.368000	0.512000	0.000000		216.000000		S202	Stimulus	216.000000
217.000000	121868.776000	0.512000	0.000000		217.000000		S201	Stimulus	217.000000
218.000000	122195.432000	0.512000	0.000000		218.000000		S202	Stimulus	218.000000
219.000000	122511.336000	0.512000	0.000000		219.000000		S201	Stimulus	219.000000
220.000000	122883.048000	0.512000	0.000000		220.000000		S200	Stimulus	220.000000
221.000000	133323.752000	0.512000	0.000000		221.000000		S201	Stimulus	221.000000
222.000000	133525.992000	0.512000	0.000000		222.000000		S201	Stimulus	222.000000
223.000000	133810.664000	0.512000	0.000000		223.000000		S202	Stimulus	223.000000
224.000000	134172.648000	0.512000	0.000000		224.000000		S201	Stimulus	224.000000
225.000000	134429.160000	0.512000	0.000000		225.000000		S201	Stimulus	225.000000
226.000000	134729.704000	0.512000	0.000000		226.000000		S200	Stimulus	226.000000
227.000000	134942.184000	0.512000	0.000000		227.000000		S201	Stimulus	227.000000
228.000000	135200.744000	0.512000	0.000000		228.000000		S201	Stimulus	228.000000
229.000000	135493.096000	0.512000	0.000000		229.000000		S201	Stimulus	229.000000
230.000000	135804.904000	0.512000	0.000000		230.000000		S200	Stimulus	230.000000
231.000000	136161.256000	0.512000	0.000000		231.000000		S201	Stimulus	231.000000
232.000000	136442.344000	0.512000	0.000000		232.000000		S201	Stimulus	232.000000
233.000000	136811.496000	0.512000	0.000000		233.000000		S201	Stimulus	233.000000
234.000000	137100.264000	0.512000	0.000000		234.000000		S202	Stimulus	234.000000
235.000000	137413.096000	0.512000	0.000000		235.000000		S201	Stimulus	235.000000
236.000000	137795.048000	0.512000	0.000000		236.000000		S201	Stimulus	236.000000
237.000000	138063.848000	0.512000	0.000000		237.000000		S202	Stimulus	237.000000
238.000000	138377.704000	0.512000	0.000000		238.000000		S201	Stimulus	238.000000
239.000000	138669.544000	0.512000	0.000000		239.000000		S201	Stimulus	239.000000
240.000000	138948.072000	0.512000	0.000000		240.000000		S201	Stimulus	240.000000
241.000000	139308.008000	0.512000	0.000000		241.000000		S201	Stimulus	241.000000
242.000000	139621.352000	0.512000	0.000000		242.000000		S201	Stimulus	242.000000
243.000000	139940.328000	0.512000	0.000000		243.000000		S200	Stimulus	243.000000
244.000000	140213.736000	0.512000	0.000000		244.000000		S201	Stimulus	244.000000
245.000000	140490.216000	0.512000	0.000000		245.000000		S201	Stimulus	245.000000
246.000000	140836.840000	0.512000	0.000000		246.000000		S202	Stimulus	246.000000
247.000000	141223.400000	0.512000	0.000000		247.000000		S201	Stimulus	247.000000
248.000000	141533.160000	0.512000	0.000000		248.000000		S201	Stimulus	248.000000
249.000000	141898.216000	0.512000	0.000000		249.000000		S201	Stimulus	249.000000
250.000000	142253.544000	0.512000	0.000000		250.000000		S201	Stimulus	250.000000
251.000000	142557.672000	0.512000	0.000000		251.000000		S200	Stimulus	251.000000
252.000000	142826.984000	0.512000	0.000000		252.000000		S201	Stimulus	252.000000
253.000000	143104.488000	0.512000	0.000000		253.000000		S202	Stimulus	253.000000
254.000000	143440.872000	0.512000	0.000000		254.000000		S201	Stimulus	254.000000
255.000000	143803.880000	0.512000	0.000000		255.000000		S201	Stimulus	255.000000
256.000000	144155.112000	0.512000	0.000000		256.000000		S201	Stimulus	256.000000
257.000000	144504.296000	0.512000	0.000000		257.000000		S200	Stimulus	257.000000
258.000000	144869.352000	0.512000	0.000000		258.000000		S201	Stimulus	258.000000
259.000000	145126.376000	0.512000	0.000000		259.000000		S201	Stimulus	259.000000
260.000000	145497.576000	0.512000	0.000000		260.000000		S202	Stimulus	260.000000
261.000000	145763.304000	0.512000	0.000000		261.000000		S201	Stimulus	261.000000
262.000000	146054.632000	0.512000	0.000000		262.000000		S201	Stimulus	262.000000
263.000000	146422.760000	0.512000	0.000000		263.000000		S202	Stimulus	263.000000
264.000000	146759.656000	0.512000	0.000000		264.000000		S201	Stimulus	264.000000
265.000000	147132.392000	0.512000	0.000000		265.000000		S200	Stimulus	265.000000
266.000000	147448.296000	0.512000	0.000000		266.000000		S201	Stimulus	266.000000
267.000000	147800.040000	0.512000	0.000000		267.000000		S201	Stimulus	267.000000
268.000000	148147.688000	0.512000	0.000000		268.000000		S200	Stimulus	268.000000
269.000000	148454.888000	0.512000	0.000000		269.000000		S201	Stimulus	269.000000
270.000000	148759.528000	0.512000	0.000000		270.000000		S201	Stimulus	270.000000
271.000000	149073.896000	0.512000	0.000000		271.000000		S202	Stimulus	271.000000
272.000000	149412.328000	0.512000	0.000000		272.000000		S201	Stimulus	272.000000
273.000000	149723.624000	0.512000	0.000000		273.000000		S201	Stimulus	273.000000
274.000000	150062.056000	0.512000	0.000000		274.000000		S202	Stimulus	274.000000
275.000000	150426.600000	0.512000	0.000000		275.000000		S201	Stimulus	275.000000
276.000000	150751.208000	0.512000	0.000000		276.000000		S201	Stimulus	276.000000
277.000000	151063.528000	0.512000	0.000000		277.000000		S201	Stimulus	277.000000
278.000000	151391.720000	0.512000	0.000000		278.000000		S201	Stimulus	278.000000
279.000000	151768.040000	0.512000	0.000000		279.000000		S201	Stimulus	279.000000
280.000000	152034.792000	0.512000	0.000000		280.000000		S200	Stimulus	280.000000
281.000000	152345.576000	0.512000	0.000000		281.000000		S201	Stimulus	281.000000
282.000000	152939.496000	0.512000	0.000000		282.000000		S201	Stimulus	282.000000
283.000000	153294.824000	0.512000	0.000000		283.000000		S202	Stimulus	283.000000
284.000000	153633.256000	0.512000	0.000000		284.000000		S201	Stimulus	284.000000
285.000000	153943.016000	0.512000	0.000000		285.000000		S201	Stimulus	285.000000
286.000000	154222.568000	0.512000	0.000000		286.000000		S200	Stimulus	286.000000
287.000000	154556.904000	0.512000	0.000000		287.000000		S201	Stimulus	287.000000
288.000000	154920.936000	0.512000	0.000000		288.000000		S201	Stimulus	288.000000
289.000000	155280.360000	0.512000	0.000000		289.000000		S202	Stimulus	289.000000
290.000000	155570.664000	0.512000	0.000000		290.000000		S201	Stimulus	290.000000
291.000000	155929.064000	0.512000	0.000000		291.000000		S200	Stimulus	291.000000
292.000000	156252.648000	0.512000	0.000000		292.000000		S201	Stimulus	292.000000
293.000000	156519.912000	0.512000	0.000000		293.000000		S201	Stimulus	293.000000
294.000000	156856.296000	0.512000	0.000000		294.000000		S201	Stimulus	294.000000
295.000000	157195.240000	0.512000	0.000000		295.000000		S200	Stimulus	295.000000
296.000000	157528.552000	0.512000	0.000000		296.000000		S201	Stimulus	296.000000
297.000000	157800.424000	0.512000	0.000000		297.000000		S201	Stimulus	297.000000
298.000000	158049.768000	0.512000	0.000000		298.000000		S202	Stimulus	298.000000
299.000000	158364.136000	0.512000	0.000000		299.000000		S201	Stimulus	299.000000
300.000000	158751.720000	0.512000	0.000000		300.000000		S201	Stimulus	300.000000
301.000000	159044.584000	0.512000	0.000000		301.000000		S201	Stimulus	301.000000
302.000000	159341.032000	0.512000	0.000000		302.000000		S201	Stimulus	302.000000
303.000000	159618.024000	0.512000	0.000000		303.000000		S200	Stimulus	303.000000
304.000000	159916.008000	0.512000	0.000000		304.000000		S201	Stimulus	304.000000
305.000000	160170.984000	0.512000	0.000000		305.000000		S202	Stimulus	305.000000
306.000000	160462.824000	0.512000	0.000000		306.000000		S201	Stimulus	306.000000
307.000000	161135.592000	0.512000	0.000000		307.000000		S201	Stimulus	307.000000
308.000000	161400.808000	0.512000	0.000000		308.000000		S200	Stimulus	308.000000
309.000000	161735.144000	0.512000	0.000000		309.000000		S201	Stimulus	309.000000
310.000000	161984.488000	0.512000	0.000000		310.000000		S201	Stimulus	310.000000
311.000000	162259.432000	0.512000	0.000000		311.000000		S202	Stimulus	311.000000
312.000000	162597.352000	0.512000	0.000000		312.000000		S201	Stimulus	312.000000
313.000000	162969.576000	0.512000	0.000000		313.000000		S201	Stimulus	313.000000
314.000000	163296.232000	0.512000	0.000000		314.000000		S200	Stimulus	314.000000
315.000000	163593.704000	0.512000	0.000000		315.000000		S201	Stimulus	315.000000
316.000000	163881.448000	0.512000	0.000000		316.000000		S202	Stimulus	316.000000
317.000000	164270.056000	0.512000	0.000000		317.000000		S201	Stimulus	317.000000
318.000000	164543.464000	0.512000	0.000000		318.000000		S200	Stimulus	318.000000
